B06011_001E,state,county,tract
21937,26,133,970600
24238,26,137,950300
28551,26,137,950600
23988,26,137,950100
28429,26,137,950200
35483,26,163,573100
17188,26,163,573300
13960,26,163,573600
12740,26,163,573800
14592,26,163,573900
32089,26,163,574300
53042,26,163,574800
33194,26,163,575300
37175,26,163,576500
41020,26,163,576600
29391,26,163,577200
12307,26,145,000400
12476,26,145,001100
19053,26,145,001500
15886,26,145,001800
17521,26,145,001900
30700,26,115,833600
32452,26,115,833700
33731,26,115,833800
30941,26,115,830500
30683,26,115,831000
18116,26,007,000400
24238,26,007,000100
25984,26,007,000700
25637,26,007,000300
24926,26,007,000200
24846,26,007,000900
17941,26,007,000500
28333,26,007,000800
25019,26,007,000600
26948,26,067,030300
25892,26,067,030400
38609,26,067,031400
26479,26,067,031600
26894,26,067,030100
26129,26,067,031700
12070,26,163,513600
12949,26,163,515300
14490,26,163,516200
41583,26,163,516500
19603,26,163,501500
17800,26,163,501700
16889,26,163,504000
16196,26,163,504800
14114,26,163,505100
15201,26,163,506600
17119,26,163,507100
10833,26,163,531900
17108,26,163,532200
39850,26,163,532300
12433,26,163,533600
19072,26,163,535300
27102,26,163,576000
26589,26,163,576100
23269,26,005,031000
26218,26,005,031800
28885,26,041,970300
58798,26,163,550500
12688,26,163,543900
15564,26,163,546500
64696,26,163,550300
27213,26,163,551300
15974,26,163,552100
35579,26,077,002601
29991,26,077,001503
33443,26,077,002101
31016,26,077,002202
28477,26,077,003400
20480,26,077,000100
16670,26,077,001803
28153,26,077,001501
33145,26,077,002102
24211,26,107,960900
29560,26,107,960300
16025,26,107,960700
16143,26,107,960600
35884,26,093,730600
43254,26,093,743400
23847,26,107,960800
16849,26,107,960500
22396,26,107,960100
29382,26,115,832400
39983,26,115,833200
29622,26,115,833500
30810,26,115,830700
38171,26,115,833900
36250,26,115,833100
35705,26,005,030402
30691,26,005,030702
31763,26,125,190400
38357,26,125,191000
45077,26,125,193700
42488,26,125,194000
41397,26,125,194400
23042,26,033,971100
16315,26,099,268400
-666666666,26,099,982100
21828,26,101,000100
26706,26,101,000200
25843,26,101,000300
28102,26,101,000400
16656,26,101,000500
-666666666,26,099,982000
-666666666,26,099,982200
17000,26,099,982300
-666666666,26,099,990100
24591,26,101,000600
24124,26,101,000700
26706,26,101,000800
23104,26,101,000900
-666666666,26,101,990000
25875,26,103,002800
30958,26,103,002900
-666666666,26,103,990000
34046,26,099,231200
34191,26,099,233000
36819,26,099,240700
26051,26,099,240800
27272,26,099,241800
41305,26,099,243000
36365,26,099,243500
35536,26,099,250500
31650,26,099,215500
44020,26,099,223800
30769,26,099,226700
32955,26,099,230200
30777,26,099,230300
30725,26,099,231100
27557,26,099,232000
40745,26,099,232500
23575,26,099,247500
36010,26,099,250000
36297,26,099,251100
30521,26,099,251200
26976,26,099,255000
26732,26,099,255700
19291,26,099,256600
24495,26,099,258400
22326,26,099,261700
30851,26,099,261900
21319,26,099,262100
32323,26,049,011800
28072,26,049,012006
23750,26,049,012007
29318,26,049,012009
17267,26,049,012202
33864,26,049,013204
50457,26,049,013111
20213,26,049,003700
29250,26,049,010111
32895,26,049,010810
26392,26,049,011211
19413,26,049,000700
17236,26,049,002600
15688,26,049,010305
26224,26,049,010503
39712,26,049,013110
31700,26,049,011505
25631,26,049,012008
18125,26,049,012201
31629,26,049,012802
40080,26,049,013301
40612,26,049,013401
36172,26,049,013202
21151,26,049,000800
14796,26,049,001200
31714,26,005,030401
30008,26,005,030500
25956,26,005,031900
30907,26,005,032000
30697,26,005,032100
30586,26,005,031300
33006,26,005,030300
29346,26,005,030600
38533,26,005,030800
24208,26,163,577600
33071,26,163,577800
20581,26,163,578000
11656,26,163,579500
37983,26,163,558100
25658,26,163,555500
32323,26,163,563300
24261,26,163,568000
37961,26,163,574700
27378,26,163,583700
32480,26,163,599100
30981,26,163,593300
21875,26,163,534600
21035,26,163,537600
28131,26,163,587000
28259,26,163,582000
17200,26,163,536400
17989,26,163,540500
15973,26,163,500700
35313,26,163,576400
26651,26,163,578600
27063,26,163,584400
41047,26,163,592000
20059,26,163,540800
40442,26,163,558000
33371,26,163,561700
18444,26,163,503900
16432,26,163,540400
27446,26,163,568400
20181,26,163,524300
22336,26,163,584200
25567,26,163,503600
18272,26,163,506100
16848,26,163,531400
12387,26,163,536300
13965,26,163,553200
43391,26,163,556600
45858,26,163,560300
25111,26,163,565100
23939,26,131,970200
30858,26,139,021603
32386,26,139,021604
26204,26,139,022900
31465,26,139,023200
31927,26,139,020900
37593,26,139,021700
19952,26,125,141500
46969,26,125,170200
63295,26,125,168400
17100,26,125,172500
24023,26,125,175300
33070,26,125,181100
43872,26,125,183300
42516,26,125,183800
51520,26,125,184100
53393,26,125,184600
54390,26,125,190500
32183,26,125,191100
41507,26,125,192000
44100,26,125,192400
43438,26,125,193100
27850,26,063,950800
21232,26,063,951000
28078,26,063,950900
26350,26,063,950400
14810,26,065,000700
30313,26,065,001000
31549,26,163,580600
28102,26,163,581200
11560,26,163,521800
60139,26,163,520800
27630,26,127,010800
27426,26,127,010900
21633,26,127,011000
-666666666,26,127,990000
17530,26,129,950900
24063,26,135,970201
30798,26,139,020501
31966,26,139,021400
16414,26,163,524800
19703,26,163,526100
23525,26,163,526300
19047,26,163,534300
14680,26,163,535100
17031,26,163,535700
14195,26,163,536100
46051,26,163,538200
20210,26,163,540100
34233,26,163,567900
30394,26,163,569500
28649,26,163,572700
12449,26,163,573500
17639,26,163,574100
36534,26,163,575000
32449,26,163,565600
26016,26,163,566800
21657,26,163,536200
13688,26,163,533500
14099,26,163,535500
22917,26,163,539300
20052,26,163,539500
20286,26,163,540300
15812,26,163,540700
28788,26,163,540900
22135,26,163,542600
19880,26,163,510600
15435,26,163,510700
8963,26,163,512200
15455,26,163,512400
50246,26,163,596200
14948,26,163,539100
20156,26,163,541800
32079,26,023,950900
14357,26,163,545800
17203,26,163,545900
23019,26,163,546200
17433,26,163,546600
60391,26,163,550400
50104,26,163,551700
21948,26,111,290200
21334,26,111,290400
36651,26,111,291102
29216,26,111,291101
30185,26,163,572800
32005,26,163,572900
20231,26,163,574000
39883,26,163,574900
35326,26,163,575500
41016,26,163,576700
23277,26,163,572100
26582,26,163,572600
31836,26,163,575200
36717,26,163,576200
36758,26,163,576300
23629,26,163,577100
12750,26,163,579300
17598,26,163,579600
24969,26,163,580100
35159,26,163,580500
14089,26,163,534500
16952,26,163,534700
21316,26,163,535600
14756,26,163,536700
16168,26,163,536800
18015,26,163,537800
30809,26,093,722300
36627,26,093,722500
38726,26,093,710700
39107,26,093,713300
39803,26,093,733100
42826,26,093,740200
26340,26,035,000600
24583,26,035,000700
27589,26,035,000800
15528,26,035,000900
14640,26,035,001000
15730,26,035,001300
33942,26,037,010104
43175,26,037,010105
17865,26,049,004000
26537,26,009,960200
31021,26,009,960500
36048,26,045,020602
26815,26,045,020901
39318,26,093,743300
43387,26,093,743800
31077,26,093,744900
30997,26,093,732100
26037,26,051,000500
19889,26,051,000600
20169,26,051,000700
21395,26,051,000800
27024,26,051,000900
-666666666,26,053,990000
36871,26,055,550101
35284,26,055,550102
27708,26,055,550200
23729,26,055,550300
29462,26,055,550400
27087,26,055,550500
27299,26,055,550600
28889,26,055,550700
33099,26,055,550800
42033,26,055,550900
30035,26,145,012400
28198,26,145,012600
32949,26,145,013100
25168,26,145,010600
20356,26,145,010700
29653,26,145,011100
34125,26,145,011701
30079,26,145,012300
24682,26,145,012500
26550,26,145,012700
14562,26,145,001300
31364,26,145,011902
29327,26,145,012900
13924,26,145,000600
19643,26,145,001200
13736,26,145,001000
25218,26,145,001400
32057,26,145,010403
37773,26,145,010501
12855,26,145,001700
20039,26,081,001600
37061,26,081,001800
35471,26,081,000400
17372,26,081,000800
21575,26,081,004400
50095,26,081,011902
30713,26,023,951100
27292,26,023,950100
32716,26,023,951000
40112,26,145,010303
24297,26,145,010304
21638,26,145,010401
20513,26,145,011000
30962,26,145,011901
32670,26,145,012002
17723,26,145,011500
25393,26,145,011600
29088,26,145,012001
28711,26,145,012003
41979,26,161,444000
40833,26,161,448000
51932,26,161,461000
37270,26,161,464000
28984,26,161,465000
38561,26,161,466000
39375,26,161,404100
42052,26,161,425000
55229,26,161,402300
20425,26,161,407400
43716,26,161,447000
18447,26,161,411200
34435,26,161,405100
42340,26,161,403300
52005,26,161,407000
22113,26,161,414300
3667,26,161,422900
39279,26,161,421100
21838,26,011,970200
22053,26,011,970500
25708,26,011,970400
22421,26,011,970100
25706,26,011,970300
32023,26,015,011400
26269,26,015,010100
31747,26,015,010800
30576,26,015,010500
28925,26,015,010700
32490,26,015,010200
35071,26,015,010300
29447,26,015,010600
27453,26,015,011300
16315,26,163,539400
30798,26,145,010402
32580,26,145,012100
23355,26,145,001600
7470,26,025,003400
18649,26,025,000300
20257,26,025,000500
20195,26,025,000700
21787,26,025,000800
28714,26,025,001900
36386,26,025,002200
30543,26,025,002300
30983,26,025,002400
17723,26,025,003500
21681,26,025,001300
27177,26,025,002900
20417,26,025,003300
40801,26,025,003800
17296,26,025,000200
17070,26,025,000600
35116,26,025,001600
25473,26,059,051100
33003,26,059,050100
25606,26,059,050300
30505,26,059,050900
25120,26,059,050200
22566,26,121,002100
24658,26,121,002200
38237,26,121,002500
24408,26,121,003100
25198,26,121,003700
16766,26,025,002100
37359,26,025,001700
24239,26,025,002800
26230,26,025,002500
20250,26,025,002600
30644,26,025,002700
35096,26,025,003900
26867,26,025,000900
15496,26,025,001000
22531,26,025,001200
23531,26,025,001400
34792,26,025,001500
31048,26,025,001800
29452,26,025,002000
25565,26,025,003200
16699,26,025,003600
23684,26,065,006500
42081,26,065,005800
16399,26,065,000600
18022,26,065,001200
29717,26,065,002200
23463,26,065,003601
20910,26,065,003802
-666666666,26,003,990000
47279,26,005,030200
25833,26,005,030703
31343,26,005,030704
27178,26,005,030901
32382,26,005,030902
25570,26,005,032200
28997,26,005,032401
30688,26,075,006701
19432,26,163,523400
15357,26,163,524500
16202,26,163,504200
27900,26,163,501400
54149,26,093,742900
29125,26,093,743700
39479,26,093,744600
34269,26,093,711000
32599,26,093,713500
47991,26,093,740500
50208,26,093,740600
40566,26,093,740900
39913,26,093,744200
47000,26,093,744800
43900,26,093,710500
36088,26,093,720100
35227,26,093,744700
40032,26,093,743900
40993,26,093,710100
39219,26,093,710300
35365,26,093,721100
43932,26,093,740800
40173,26,093,742500
40117,26,093,743500
47188,26,093,743600
30530,26,093,744400
36845,26,093,722100
30038,26,093,725000
24129,26,093,725100
40238,26,093,731100
46250,26,093,740300
40538,26,093,742700
41151,26,093,713100
40417,26,093,713700
25313,26,149,040700
27700,26,149,041600
27939,26,149,040900
21914,26,149,040200
28895,26,149,041500
22027,26,149,040300
19922,26,149,040600
23710,26,149,040400
17679,26,163,540200
12102,26,163,541100
20531,26,041,970900
18734,26,053,950100
22086,26,053,950600
25021,26,053,950400
21169,26,053,950300
23134,26,053,950200
27711,26,053,950700
17754,26,053,950500
25694,26,047,970200
24017,26,047,970100
27946,26,047,970800
32580,26,047,970600
27307,26,047,970700
31265,26,047,970400
30321,26,047,970300
26201,26,047,970500
21090,26,163,577300
31330,26,163,580900
35625,26,163,581100
30472,26,163,583400
26655,26,163,584000
24179,26,163,585600
22609,26,163,585900
33062,26,163,589300
32321,26,163,593000
25551,26,163,595000
19075,26,163,568500
30645,26,163,569600
21299,26,163,570200
28929,26,163,571900
23429,26,163,517200
39157,26,163,520700
9970,26,075,001100
33575,26,075,006301
24214,26,075,000900
24898,26,075,005400
30566,26,075,005700
31300,26,075,006702
17201,26,075,001300
29957,26,075,005301
31806,26,075,005302
22394,26,075,005000
30423,26,075,005600
6356,26,075,005800
30438,26,005,032402
29818,26,005,032600
-666666666,26,005,990000
-666666666,26,009,990000
-666666666,26,007,990000
-666666666,26,011,990000
-666666666,26,011,990100
27608,26,015,010401
35543,26,015,010402
27281,26,017,285201
20974,26,017,285202
15647,26,017,286500
21539,26,017,286600
-666666666,26,017,990000
30084,26,019,000100
25180,26,019,000200
29890,26,019,000300
24059,26,019,000400
23538,26,019,000500
-666666666,26,019,990000
-666666666,26,021,990000
16981,26,025,004100
21825,26,023,951300
25460,26,027,001600
27054,26,027,001700
32090,26,027,001800
26590,26,027,001900
25308,26,023,951400
27917,26,023,951500
23440,26,023,951600
27763,26,163,577700
26059,26,163,580200
24458,26,163,583100
27077,26,141,950100
19184,26,141,950200
20281,26,141,950400
32176,26,141,950600
22432,26,141,950300
26422,26,141,950500
25714,26,077,001300
28596,26,077,001701
28996,26,077,001801
36949,26,077,002904
12539,26,077,000500
17598,26,077,000900
30847,26,077,001906
39607,26,077,003002
4249,26,077,001504
32182,26,077,001802
36046,26,125,160600
43294,26,125,161200
30180,26,125,171400
26842,26,125,171500
43550,26,125,173300
39513,26,125,180200
53359,26,125,150300
64583,26,125,150400
62585,26,125,150800
80113,26,125,152600
76020,26,125,153200
38200,26,125,154100
49694,26,125,154600
56726,26,125,156300
27050,26,125,140100
41732,26,125,136500
65890,26,125,137400
23994,26,109,960200
26689,26,109,960600
25795,26,109,960500
19769,26,109,960700
24306,26,109,960300
23197,26,109,960100
34456,26,109,960400
21393,26,113,960100
24566,26,113,960400
22937,26,113,960200
25969,26,113,960300
16858,26,121,001300
22739,26,121,003200
33285,26,121,003400
30546,26,121,003500
29311,26,121,003600
14621,26,121,000500
19097,26,121,000601
34298,26,121,001500
30914,26,121,003800
27255,26,121,004000
31555,26,121,001000
-666666666,26,109,990000
-666666666,26,115,990000
18969,26,117,971000
27669,26,117,971100
24834,26,023,951200
23300,26,023,950200
28109,26,023,950800
28457,26,023,950300
22929,26,075,000100
35679,26,075,000800
19448,26,075,001200
11711,26,075,000600
13570,26,075,001000
25141,26,155,031900
20039,26,017,280600
21636,26,017,281300
30923,26,017,285700
26563,26,017,286400
17664,26,017,280300
34529,26,017,285400
25151,26,017,286300
25263,26,017,280800
32560,26,017,286000
27363,26,017,286200
16648,26,017,280700
24263,26,017,285800
27500,26,017,285900
27734,26,017,285100
31232,26,017,285300
33564,26,017,285500
20136,26,017,280400
32907,26,017,285600
20120,26,017,280900
28688,26,017,286100
36412,26,017,280500
23375,26,017,281000
46922,26,045,020101
44298,26,045,020302
36022,26,045,020402
35674,26,045,020201
30000,26,045,020700
28935,26,045,020800
25211,26,045,021100
31973,26,045,020103
26942,26,045,020104
29084,26,045,020102
25099,26,045,020202
38233,26,045,020500
28140,26,041,970200
30421,26,041,970700
16230,26,163,541200
25719,26,149,040800
26575,26,149,041200
31375,26,125,181400
41551,26,125,183100
41969,26,125,183200
37966,26,125,183500
43955,26,125,183600
48649,26,125,183700
46723,26,125,183900
66599,26,125,190700
69044,26,125,191300
40811,26,125,193300
43089,26,125,196100
42470,26,125,196200
63714,26,125,196800
53311,26,125,197900
16134,26,125,141600
13863,26,125,142300
22333,26,125,142500
21108,26,125,142700
34461,26,125,144600
31816,26,125,145600
22145,26,117,971200
25190,26,117,971300
23257,26,119,910100
23841,26,119,910200
19375,26,119,910300
22803,26,119,910400
21950,26,119,910500
22621,26,121,000401
30881,26,075,006402
33403,26,075,006500
27542,26,075,006600
34023,26,075,006801
27487,26,075,006401
30712,26,075,006000
25213,26,075,000400
31050,26,075,006200
33686,26,163,543100
15235,26,163,543700
16682,26,163,546100
59318,26,163,550100
61000,26,163,550800
49880,26,163,551100
21132,26,163,554500
31302,26,163,555600
36615,26,163,559000
30773,26,163,562900
48050,26,163,563600
27838,26,163,564100
26707,26,163,569800
33033,26,163,565900
22289,26,163,568300
28002,26,163,568700
20790,26,163,570500
27986,26,163,572000
14980,26,163,573400
24611,26,163,577500
26563,26,163,583500
20952,26,163,585500
29357,26,163,585800
32091,26,163,588000
42441,26,163,590600
36838,26,139,020503
27444,26,139,020504
-666666666,26,131,990100
24632,26,135,970202
30186,26,139,021201
32428,26,139,021202
30996,26,139,021301
32741,26,139,021303
38149,26,139,021304
40574,26,139,021605
30302,26,139,021606
30055,26,139,021801
31385,26,139,021802
33997,26,139,021901
32630,26,139,021902
28399,26,139,022001
32625,26,139,022002
44535,26,139,022103
32133,26,139,022105
25272,26,075,005100
27050,26,075,006100
14028,26,163,533000
37692,26,163,593200
40745,26,163,598000
16886,26,163,542400
21050,26,163,543400
13493,26,163,543600
24722,26,163,545100
26713,26,163,500100
14170,26,163,500900
20430,26,163,501000
26740,26,163,501800
19704,26,163,503500
17224,26,163,504700
16538,26,163,506500
12969,26,163,507800
9621,26,049,003400
29485,26,049,010112
23359,26,049,010113
20370,26,049,010115
33000,26,049,010202
32291,26,049,010700
22555,26,049,010811
17480,26,049,010812
31066,26,049,011901
16708,26,049,011301
19272,26,049,011302
20187,26,041,971000
24527,26,041,970100
26667,26,163,546300
32444,26,163,551500
15513,26,075,000200
36215,26,075,005200
15129,26,075,005900
20621,26,075,005500
24184,26,075,000500
24309,26,097,950300
25000,26,097,950500
25142,26,097,950200
25234,26,097,950400
28699,26,097,950100
32267,26,115,832600
36853,26,115,830100
35922,26,115,830200
33954,26,115,830400
25934,26,115,831500
14136,26,115,831800
30852,26,115,831300
26692,26,115,831400
36509,26,115,832800
31468,26,115,831100
23538,26,115,831200
24952,26,115,832300
30306,26,115,833000
31426,26,115,830600
32661,26,115,830800
19438,26,115,831900
24966,26,115,832200
30992,26,115,832500
30506,26,115,832700
31152,26,115,832900
39375,26,115,833300
29750,26,115,830900
33856,26,115,831600
29769,26,115,831700
28693,26,115,832000
24881,26,163,583600
32180,26,163,583800
31316,26,163,586300
41675,26,163,590400
25975,26,163,590500
28583,26,163,591800
11708,26,163,513900
18409,26,163,506200
17445,26,163,506900
17107,26,163,510400
12359,26,163,514100
21019,26,163,515600
9460,26,163,516300
17411,26,163,521100
15676,26,163,521300
13679,26,163,522200
14594,26,163,530200
18973,26,163,531300
11952,26,163,531800
27230,26,163,554100
26972,26,163,556100
35547,26,163,556900
41083,26,163,558800
40509,26,163,562300
25783,26,163,567100
34315,26,163,563200
38594,26,163,563900
36434,26,163,566600
31356,26,163,568200
26761,26,163,569700
33050,26,163,575100
32431,26,163,580800
30543,26,163,581600
19811,26,163,583200
14510,26,163,546000
12098,26,163,546400
14149,26,163,501200
19255,26,163,503100
18881,26,163,503200
17467,26,163,503400
21796,26,163,505200
19731,26,163,506800
43527,26,163,557300
33269,26,163,557000
37649,26,163,558400
38800,26,163,558900
35224,26,163,559200
37743,26,163,561600
36567,26,163,563800
42525,26,163,591700
35868,26,163,594300
31133,26,163,594400
10009,26,049,002800
13177,26,049,003800
30520,26,049,010604
28763,26,049,001300
18384,26,049,002400
13220,26,049,002900
20747,26,049,003200
17311,26,049,003600
36891,26,139,022106
29604,26,139,022107
44054,26,139,022108
27883,26,139,022203
31508,26,139,022206
