,total_pop,state,county,tract,tract_id
1421,4965,26,081,014703,26081014703
1422,5748,26,081,014806,26081014806
1423,3262,26,125,133003,26125133003
1424,0,26,121,990000,26121990000
1425,5625,26,125,121700,26125121700
1426,3502,26,125,135000,26125135000
1427,5517,26,125,135100,26125135100
1428,3328,26,125,135200,26125135200
1429,5288,26,125,135300,26125135300
1430,4985,26,125,136101,26125136101
1431,4493,26,125,136102,26125136102
1432,3827,26,125,138301,26125138301
1433,7199,26,125,138302,26125138302
1434,3956,26,125,140301,26125140301
1435,3648,26,125,140302,26125140302
1436,5239,26,125,140900,26125140900
1437,5801,26,125,143500,26125143500
1438,3959,26,125,144701,26125144701
1439,3740,26,125,145501,26125145501
1440,3896,26,125,145502,26125145502
1441,3030,26,125,145900,26125145900
1442,3721,26,065,006002,26065006002
1443,1793,26,163,530900,26163530900
1444,605,26,163,527200,26163527200
1445,944,26,163,527300,26163527300
1446,2908,26,163,533900,26163533900
1447,5097,26,163,552800,26163552800
1448,8402,26,077,002905,26077002905
1449,4489,26,077,002801,26077002801
1450,5566,26,077,002903,26077002903
1451,7814,26,077,003004,26077003004
1452,909,26,077,000202,26077000202
1453,1846,26,077,001100,26077001100
1454,8093,26,077,001506,26077001506
1455,2804,26,077,001601,26077001601
1456,2183,26,077,000201,26077000201
1457,5874,26,077,001000,26077001000
1458,4446,26,077,001502,26077001502
1459,6679,26,077,001507,26077001507
1460,1843,26,077,001604,26077001604
1461,3432,26,125,157300,26125157300
1462,1873,26,125,161000,26125161000
1463,3386,26,125,161300,26125161300
1464,1319,26,125,162200,26125162200
1465,3519,26,125,165200,26125165200
1466,5547,26,125,181600,26125181600
1467,2639,26,143,971100,26143971100
1468,1803,26,143,970100,26143970100
1469,3767,26,143,971000,26143971000
1470,877,26,143,970500,26143970500
1471,2184,26,143,970600,26143970600
1472,1813,26,143,970200,26143970200
1473,2075,26,143,970400,26143970400
1474,3124,26,143,970300,26143970300
1475,3504,26,099,241500,26099241500
1476,4858,26,099,241900,26099241900
1477,3804,26,099,245100,26099245100
1478,1606,26,099,251000,26099251000
1479,3142,26,099,251600,26099251600
1480,2787,26,099,252200,26099252200
1481,4409,26,099,254200,26099254200
1482,1501,26,099,256500,26099256500
1483,3759,26,099,258100,26099258100
1484,2773,26,099,260600,26099260600
1485,2752,26,099,261400,26099261400
1486,2345,26,163,533400,26163533400
1487,1513,26,163,535400,26163535400
1488,2815,26,163,552400,26163552400
1489,4026,26,163,546800,26163546800
1490,2786,26,163,550900,26163550900
1491,3557,26,163,551600,26163551600
1492,1751,26,163,553100,26163553100
1493,1023,26,163,553300,26163553300
1494,4804,26,163,554300,26163554300
1495,1659,26,163,513200,26163513200
1496,1879,26,163,507500,26163507500
1497,1179,26,163,508000,26163508000
1498,1015,26,163,514500,26163514500
1499,1991,26,163,515200,26163515200
1500,506,26,163,516100,26163516100
1501,850,26,163,516800,26163516800
1502,2981,26,163,520200,26163520200
1503,2473,26,163,520300,26163520300
1504,1932,26,163,522000,26163522000
1505,1161,26,163,522300,26163522300
1506,3247,26,163,523300,26163523300
1507,2586,26,061,000100,26061000100
1508,3076,26,061,000200,26061000200
1509,2097,26,061,000300,26061000300
1510,3147,26,061,000400,26061000400
1511,3732,26,061,000500,26061000500
1512,3893,26,061,000600,26061000600
1513,3324,26,061,000700,26061000700
1514,6520,26,061,000800,26061000800
1515,5110,26,061,000900,26061000900
1516,2875,26,061,001000,26061001000
1517,0,26,061,990000,26061990000
1518,0,26,063,990000,26063990000
1519,4286,26,065,001703,26065001703
1520,2110,26,065,002101,26065002101
1521,6279,26,065,003103,26065003103
1522,3913,26,065,004490,26065004490
1523,1228,26,065,004491,26065004491
1524,3417,26,065,004492,26065004492
1525,3360,26,065,004494,26065004494
1526,4156,26,065,005402,26065005402
1527,3415,26,065,006001,26065006001
1528,6373,26,099,230602,26099230602
1529,2086,26,099,247601,26099247601
1530,4700,26,099,247602,26099247602
1531,4021,26,099,268200,26099268200
1532,2594,26,099,268300,26099268300
1533,1838,26,163,562500,26163562500
1534,5972,26,163,563500,26163563500
1535,1663,26,163,563700,26163563700
1536,2062,26,163,564000,26163564000
1537,2584,26,163,564300,26163564300
1538,2150,26,163,566500,26163566500
1539,4340,26,163,567300,26163567300
1540,2772,26,163,567400,26163567400
1541,5261,26,163,570400,26163570400
1542,2311,26,163,570600,26163570600
1543,1929,26,163,571000,26163571000
1544,5957,26,163,572200,26163572200
1545,1220,26,163,572400,26163572400
1546,3713,26,099,263400,26099263400
1547,3989,26,099,216000,26099216000
1548,4102,26,013,000100,26013000100
1549,4405,26,013,000200,26013000200
1550,0,26,013,990100,26013990100
1551,3860,26,045,020601,26045020601
1552,2106,26,161,405400,26161405400
1553,2273,26,161,405500,26161405500
1554,4931,26,161,405600,26161405600
1555,2444,26,161,410200,26161410200
1556,3374,26,161,412100,26161412100
1557,5551,26,161,412700,26161412700
1558,4394,26,161,413200,26161413200
1559,2178,26,161,415200,26161415200
1560,3668,26,161,415800,26161415800
1561,4130,26,163,510500,26163510500
1562,1243,26,163,511200,26163511200
1563,1244,26,163,512600,26163512600
1564,2533,26,163,514300,26163514300
1565,3508,26,163,569300,26163569300
1566,2702,26,163,569900,26163569900
1567,4156,26,163,570100,26163570100
1568,2906,26,163,570800,26163570800
1569,2374,26,163,571700,26163571700
1570,2940,26,163,571800,26163571800
1571,4296,26,163,541500,26163541500
1572,2293,26,163,541700,26163541700
1573,2994,26,163,543200,26163543200
1574,1703,26,163,545300,26163545300
1575,1720,26,163,545400,26163545400
1576,5163,26,163,545600,26163545600
1577,2994,26,163,546700,26163546700
1578,4054,26,163,550200,26163550200
1579,4259,26,163,551400,26163551400
1580,3502,26,163,551800,26163551800
1581,3073,26,163,552000,26163552000
1582,3274,26,163,552300,26163552300
1583,4439,26,163,555100,26163555100
1584,3250,26,163,557400,26163557400
1585,2883,26,163,557600,26163557600
1586,4796,26,163,557900,26163557900
1587,1969,26,163,572500,26163572500
1588,3182,26,163,573000,26163573000
1589,4605,26,163,574600,26163574600
1590,1546,26,163,575600,26163575600
1591,3719,26,163,577400,26163577400
1592,3152,26,125,161700,26125161700
1593,3971,26,125,162300,26125162300
1594,4039,26,125,165100,26125165100
1595,5436,26,125,167000,26125167000
1596,2641,26,125,167900,26125167900
1597,2713,26,125,170300,26125170300
1598,4635,26,125,171000,26125171000
1599,3429,26,125,171300,26125171300
1600,2952,26,125,125600,26125125600
1601,4967,26,125,126300,26125126300
1602,3348,26,125,128500,26125128500
1603,4046,26,125,131500,26125131500
1604,4135,26,041,970800,26041970800
1605,4154,26,041,970500,26041970500
1606,5451,26,041,970400,26041970400
1607,3173,26,041,971100,26041971100
1608,4058,26,041,970600,26041970600
1609,1528,26,161,410900,26161410900
1610,3411,26,161,414000,26161414000
1611,2904,26,161,414200,26161414200
1612,4128,26,161,426000,26161426000
1613,7293,26,161,400500,26161400500
1614,6093,26,161,400200,26161400200
1615,2252,26,161,402600,26161402600
1616,5422,26,161,402700,26161402700
1617,2856,26,065,004700,26065004700
1618,3690,26,065,005002,26065005002
1619,3637,26,065,005202,26065005202
1620,6040,26,065,005502,26065005502
1621,4346,26,065,003902,26065003902
1622,3108,26,065,002000,26065002000
1623,1859,26,065,002600,26065002600
1624,2954,26,065,005600,26065005600
1625,5346,26,065,005900,26065005900
1626,4444,26,065,006100,26065006100
1627,5169,26,065,004902,26065004902
1628,2226,26,065,003200,26065003200
1629,3789,26,065,003801,26065003801
1630,7202,26,065,004901,26065004901
1631,7099,26,065,005001,26065005001
1632,6709,26,065,005302,26065005302
1633,6234,26,163,564600,26163564600
1634,3782,26,163,567000,26163567000
1635,2517,26,163,569100,26163569100
1636,2618,26,163,569200,26163569200
1637,4565,26,163,564800,26163564800
1638,381,26,163,518600,26163518600
1639,2626,26,163,583300,26163583300
1640,1621,26,163,584100,26163584100
1641,5774,26,163,584800,26163584800
1642,7082,26,163,586200,26163586200
1643,6544,26,163,587900,26163587900
1644,5522,26,163,595100,26163595100
1645,5563,26,163,599000,26163599000
1646,3119,26,163,537700,26163537700
1647,1897,26,163,538300,26163538300
1648,4579,26,163,538400,26163538400
1649,5310,26,163,539200,26163539200
1650,3452,26,163,540600,26163540600
1651,4503,26,163,541000,26163541000
1652,2822,26,163,541300,26163541300
1653,2343,26,163,588100,26163588100
1654,3724,26,163,577000,26163577000
1655,4334,26,163,577900,26163577900
1656,5061,26,163,578500,26163578500
1657,1757,26,163,579100,26163579100
1658,3325,26,163,579200,26163579200
1659,1647,26,163,579800,26163579800
1660,2844,26,163,580300,26163580300
1661,2616,26,163,580400,26163580400
1662,2496,26,099,262600,26099262600
1663,4072,26,099,262900,26099262900
1664,5500,26,099,212000,26099212000
1665,6956,26,099,221100,26099221100
1666,6081,26,099,221200,26099221200
1667,3232,26,099,222800,26099222800
1668,4099,26,099,224500,26099224500
1669,7578,26,099,225400,26099225400
1670,5599,26,099,225500,26099225500
1671,7483,26,099,226100,26099226100
1672,2724,26,099,258900,26099258900
1673,2747,26,099,260800,26099260800
1674,3590,26,099,261000,26099261000
1675,2879,26,099,217000,26099217000
1676,5129,26,067,031200,26067031200
1677,5633,26,067,031500,26067031500
1678,2621,26,163,517500,26163517500
1679,940,26,163,518500,26163518500
1680,1662,26,163,523100,26163523100
1681,5998,26,163,524200,26163524200
1682,1513,26,163,526400,26163526400
1683,2213,26,163,530100,26163530100
1684,1551,26,163,530800,26163530800
1685,1208,26,163,500400,26163500400
1686,1356,26,163,504100,26163504100
1687,3125,26,163,500800,26163500800
1688,2860,26,163,501900,26163501900
1689,2174,26,163,502000,26163502000
1690,2039,26,163,504300,26163504300
1691,969,26,163,505000,26163505000
1692,2165,26,163,506400,26163506400
1693,2497,26,103,002500,26103002500
1694,1943,26,103,000400,26103000400
1695,2694,26,103,000600,26103000600
1696,1594,26,103,001100,26103001100
1697,4109,26,103,001300,26103001300
1698,1546,26,103,001900,26103001900
1699,4299,26,027,002000,26027002000
1700,5573,26,027,002100,26027002100
1701,5883,26,027,002200,26027002200
1702,1848,26,029,000100,26029000100
1703,1248,26,029,000200,26029000200
1704,2347,26,029,000300,26029000300
1705,2677,26,029,000400,26029000400
1706,8117,26,067,031300,26067031300
1707,2922,26,067,030200,26067030200
1708,3943,26,125,194300,26125194300
1709,5409,26,125,124000,26125124000
1710,2912,26,125,128100,26125128100
1711,2862,26,125,130400,26125130400
1712,3129,26,125,120000,26125120000
1713,3435,26,125,120300,26125120300
1714,3282,26,125,121000,26125121000
1715,6194,26,125,124500,26125124500
1716,5513,26,125,127000,26125127000
1717,3568,26,125,128000,26125128000
1718,4515,26,125,134400,26125134400
1719,4282,26,125,134600,26125134600
1720,1738,26,125,137700,26125137700
1721,5298,26,125,138100,26125138100
1722,5618,26,125,141000,26125141000
1723,5916,26,125,132100,26125132100
1724,3561,26,125,132500,26125132500
1725,4385,26,125,133100,26125133100
1726,3007,26,125,145700,26125145700
1727,3018,26,125,141100,26125141100
1728,3765,26,125,141300,26125141300
1729,1561,26,125,142100,26125142100
1730,3390,26,125,150100,26125150100
1731,2805,26,125,150600,26125150600
1732,4533,26,125,150700,26125150700
1733,2967,26,125,152700,26125152700
1734,2456,26,125,154500,26125154500
1735,4581,26,125,156100,26125156100
1736,5601,26,005,031200,26005031200
1737,6522,26,005,031100,26005031100
1738,2563,26,125,162400,26125162400
1739,2764,26,125,160400,26125160400
1740,4081,26,125,161400,26125161400
1741,3514,26,125,162000,26125162000
1742,3032,26,125,165000,26125165000
1743,3582,26,125,166100,26125166100
1744,5328,26,125,167500,26125167500
1745,2891,26,125,170100,26125170100
1746,4236,26,125,173000,26125173000
1747,3802,26,037,010500,26037010500
1748,2072,26,037,010701,26037010701
1749,2902,26,037,010901,26037010901
1750,2225,26,037,010201,26037010201
1751,562,26,029,000500,26029000500
1752,2894,26,029,000800,26029000800
1753,1894,26,029,000900,26029000900
1754,4885,26,163,538500,26163538500
1755,2774,26,163,539000,26163539000
1756,2063,26,163,539700,26163539700
1757,5076,26,163,565300,26163565300
1758,4190,26,163,581900,26163581900
1759,2629,26,163,583000,26163583000
1760,3874,26,163,583900,26163583900
1761,2914,26,163,500200,26163500200
1762,1936,26,163,500300,26163500300
1763,1537,26,163,500500,26163500500
1764,2709,26,163,501100,26163501100
1765,3122,26,163,501300,26163501300
1766,2661,26,163,560100,26163560100
1767,3373,26,163,562800,26163562800
1768,5162,26,163,563400,26163563400
1769,4030,26,163,564200,26163564200
1770,4611,26,163,564700,26163564700
1771,4914,26,163,565000,26163565000
1772,3284,26,163,565700,26163565700
1773,3625,26,163,565800,26163565800
1774,977,26,163,566400,26163566400
1775,5128,26,163,567800,26163567800
1776,2504,26,163,569400,26163569400
1777,1845,26,163,571600,26163571600
1778,1639,26,043,950100,26043950100
1779,3415,26,043,950700,26043950700
1780,4581,26,043,950300,26043950300
1781,4429,26,043,950200,26043950200
1782,2724,26,043,950500,26043950500
1783,4598,26,043,950600,26043950600
1784,4184,26,043,950400,26043950400
1785,1298,26,063,950100,26063950100
1786,3449,26,063,950700,26063950700
1787,2123,26,063,951100,26063951100
1788,3945,26,063,951200,26063951200
1789,2226,26,063,950300,26063950300
1790,2075,26,063,950200,26063950200
1791,2634,26,063,950600,26063950600
1792,2089,26,063,950500,26063950500
1793,1828,26,163,507300,26163507300
1794,2218,26,163,507400,26163507400
1795,1574,26,163,512900,26163512900
1796,3102,26,163,516700,26163516700
1797,3359,26,163,517000,26163517000
1798,1140,26,163,517100,26163517100
1799,2787,26,163,518000,26163518000
1800,297,26,163,518400,26163518400
1801,3634,26,163,542900,26163542900
1802,3312,26,163,538900,26163538900
1803,3150,26,163,542200,26163542200
1804,2681,26,163,542500,26163542500
1805,1021,26,163,543500,26163543500
1806,739,26,163,543800,26163543800
1807,1984,26,163,544100,26163544100
1808,2562,26,163,545200,26163545200
1809,2056,26,139,022600,26139022600
1810,5255,26,139,020100,26139020100
1811,11372,26,139,023100,26139023100
1812,4386,26,139,020200,26139020200
1813,2376,26,163,544300,26163544300
1814,4193,26,163,545500,26163545500
1815,1490,26,049,001100,26049001100
1816,1331,26,049,001500,26049001500
1817,1492,26,049,001700,26049001700
1818,2004,26,049,001800,26049001800
1819,2260,26,049,003100,26049003100
1820,2297,26,049,003300,26049003300
1821,2524,26,049,010110,26049010110
1822,4013,26,049,010504,26049010504
1823,3006,26,049,010912,26049010912
1824,5521,26,049,011010,26049011010
1825,5955,26,049,011214,26049011214
1826,6839,26,049,011610,26049011610
1827,3215,26,163,554400,26163554400
1828,3836,26,163,554600,26163554600
1829,3028,26,163,555300,26163555300
1830,2152,26,163,556500,26163556500
1831,1897,26,163,556800,26163556800
1832,2419,26,163,557100,26163557100
1833,1828,26,163,558600,26163558600
1834,2404,26,163,559100,26163559100
1835,5840,26,163,560400,26163560400
1836,5337,26,163,562400,26163562400
1837,3599,26,163,562700,26163562700
1838,5531,26,049,012702,26049012702
1839,3423,26,049,012905,26049012905
1840,2228,26,049,012907,26049012907
1841,3061,26,049,003500,26049003500
1842,2417,26,049,000100,26049000100
1843,1650,26,049,010201,26049010201
1844,3045,26,049,011502,26049011502
1845,2048,26,049,012504,26049012504
1846,1842,26,049,000600,26049000600
1847,4089,26,049,003000,26049003000
1848,2919,26,049,010910,26049010910
1849,3187,26,049,012003,26049012003
1850,1540,26,049,012602,26049012602
1851,1326,26,049,001400,26049001400
1852,4100,26,049,010911,26049010911
1853,2773,26,049,011712,26049011712
1854,4009,26,049,013002,26049013002
1855,2274,26,103,002000,26103002000
1856,3249,26,103,002200,26103002200
1857,2200,26,103,001600,26103001600
1858,5060,26,123,971000,26123971000
1859,4762,26,123,971200,26123971200
1860,3763,26,123,970300,26123970300
1861,5209,26,123,970400,26123970400
1862,4199,26,123,970600,26123970600
1863,4292,26,123,970700,26123970700
1864,4401,26,123,970900,26123970900
1865,4677,26,123,970500,26123970500
1866,3279,26,123,970800,26123970800
1867,4314,26,123,970100,26123970100
1868,4186,26,123,971100,26123971100
1869,4010,26,133,970100,26133970100
1870,3357,26,133,970400,26133970400
1871,4220,26,133,970200,26133970200
1872,2987,26,133,970300,26133970300
1873,4279,26,133,970500,26133970500
1874,4379,26,133,970600,26133970600
1875,5495,26,137,950300,26137950300
1876,4582,26,137,950600,26137950600
1877,2803,26,137,950100,26137950100
1878,5903,26,137,950200,26137950200
1879,4050,26,163,573100,26163573100
1880,4449,26,163,573300,26163573300
1881,6709,26,163,573600,26163573600
1882,5170,26,163,573800,26163573800
1883,5166,26,163,573900,26163573900
1884,3408,26,163,574300,26163574300
1885,3998,26,163,574800,26163574800
1886,3595,26,163,575300,26163575300
1887,3800,26,163,576500,26163576500
1888,3940,26,163,576600,26163576600
1889,3079,26,163,577200,26163577200
1890,892,26,145,000400,26145000400
1891,2906,26,145,001100,26145001100
1892,4030,26,145,001500,26145001500
1893,1423,26,145,001800,26145001800
1894,1717,26,145,001900,26145001900
1895,2971,26,115,833600,26115833600
1896,2637,26,115,833700,26115833700
1897,4848,26,115,833800,26115833800
1898,3881,26,115,830500,26115830500
1899,3245,26,115,831000,26115831000
1900,2880,26,007,000400,26007000400
1901,4528,26,007,000100,26007000100
1902,2785,26,007,000700,26007000700
1903,3362,26,007,000300,26007000300
1904,4102,26,007,000200,26007000200
1905,2806,26,007,000900,26007000900
1906,1831,26,007,000500,26007000500
1907,3115,26,007,000800,26007000800
1908,3203,26,007,000600,26007000600
1909,2815,26,067,030300,26067030300
1910,6686,26,067,030400,26067030400
1911,4710,26,067,031400,26067031400
1912,5514,26,067,031600,26067031600
1913,6638,26,067,030100,26067030100
1914,4499,26,067,031700,26067031700
1915,1276,26,163,513600,26163513600
1916,2965,26,163,515300,26163515300
1917,784,26,163,516200,26163516200
1918,1791,26,163,516500,26163516500
1919,4709,26,163,501500,26163501500
1920,1942,26,163,501700,26163501700
1921,1239,26,163,504000,26163504000
1922,658,26,163,504800,26163504800
1923,3763,26,163,505100,26163505100
1924,3660,26,163,506600,26163506600
1925,2409,26,163,507100,26163507100
1926,960,26,163,531900,26163531900
1927,1250,26,163,532200,26163532200
1928,782,26,163,532300,26163532300
1929,1686,26,163,533600,26163533600
1930,4561,26,163,535300,26163535300
1931,1901,26,163,576000,26163576000
1932,6192,26,163,576100,26163576100
1933,6133,26,005,031000,26005031000
1934,4613,26,005,031800,26005031800
1935,2367,26,041,970300,26041970300
1936,3673,26,163,550500,26163550500
1937,949,26,163,543900,26163543900
1938,2343,26,163,546500,26163546500
1939,3295,26,163,550300,26163550300
1940,3779,26,163,551300,26163551300
1941,3996,26,163,552100,26163552100
1942,4869,26,077,002601,26077002601
1943,4834,26,077,001503,26077001503
1944,7910,26,077,002101,26077002101
1945,8188,26,077,002202,26077002202
1946,3872,26,077,003400,26077003400
1947,2720,26,077,000100,26077000100
1948,2230,26,077,001803,26077001803
1949,4517,26,077,001501,26077001501
1950,2960,26,077,002102,26077002102
1951,3087,26,107,960900,26107960900
1952,3053,26,107,960300,26107960300
1953,6816,26,107,960700,26107960700
1954,3504,26,107,960600,26107960600
1955,3775,26,093,730600,26093730600
1956,3888,26,093,743400,26093743400
1957,5006,26,107,960800,26107960800
1958,4354,26,107,960500,26107960500
1959,2332,26,107,960100,26107960100
1960,4369,26,115,832400,26115832400
1961,4111,26,115,833200,26115833200
1962,5062,26,115,833500,26115833500
1963,3735,26,115,830700,26115830700
1964,5277,26,115,833900,26115833900
1965,5391,26,115,833100,26115833100
1966,5258,26,005,030402,26005030402
1967,4962,26,005,030702,26005030702
1968,3520,26,125,190400,26125190400
1969,1782,26,125,191000,26125191000
1970,4634,26,125,193700,26125193700
1971,5996,26,125,194000,26125194000
1972,3542,26,125,194400,26125194400
1973,1560,26,033,971100,26033971100
1974,3418,26,099,268400,26099268400
1975,0,26,099,982100,26099982100
1976,3402,26,101,000100,26101000100
1977,1769,26,101,000200,26101000200
1978,2136,26,101,000300,26101000300
1979,2344,26,101,000400,26101000400
1980,3658,26,101,000500,26101000500
1981,11,26,099,982000,26099982000
1982,32,26,099,982200,26099982200
1983,103,26,099,982300,26099982300
1984,0,26,099,990100,26099990100
1985,1395,26,101,000600,26101000600
1986,4270,26,101,000700,26101000700
1987,3360,26,101,000800,26101000800
1988,2110,26,101,000900,26101000900
1989,0,26,101,990000,26101990000
1990,4714,26,103,002800,26103002800
1991,4142,26,103,002900,26103002900
1992,0,26,103,990000,26103990000
1993,3626,26,099,231200,26099231200
1994,5630,26,099,233000,26099233000
1995,4206,26,099,240700,26099240700
1996,5848,26,099,240800,26099240800
1997,5641,26,099,241800,26099241800
1998,4590,26,099,243000,26099243000
1999,6601,26,099,243500,26099243500
2000,2064,26,099,250500,26099250500
2001,7625,26,099,215500,26099215500
2002,15474,26,099,223800,26099223800
2003,4756,26,099,226700,26099226700
2004,4942,26,099,230200,26099230200
2005,4541,26,099,230300,26099230300
2006,3940,26,099,231100,26099231100
2007,2370,26,099,232000,26099232000
2008,4379,26,099,232500,26099232500
2009,1797,26,099,247500,26099247500
2010,2412,26,099,250000,26099250000
2011,2076,26,099,251100,26099251100
2012,3160,26,099,251200,26099251200
2013,4498,26,099,255000,26099255000
2014,1809,26,099,255700,26099255700
2015,3115,26,099,256600,26099256600
2016,5203,26,099,258400,26099258400
2017,2646,26,099,261700,26099261700
2018,2922,26,099,261900,26099261900
2019,1020,26,099,262100,26099262100
2020,3031,26,049,011800,26049011800
2021,2587,26,049,012006,26049012006
2022,1647,26,049,012007,26049012007
2023,2564,26,049,012009,26049012009
2024,1105,26,049,012202,26049012202
2025,5843,26,049,013204,26049013204
2026,2861,26,049,013111,26049013111
2027,3013,26,049,003700,26049003700
2028,1255,26,049,010111,26049010111
2029,4760,26,049,010810,26049010810
2030,5053,26,049,011211,26049011211
2031,2138,26,049,000700,26049000700
2032,2787,26,049,002600,26049002600
2033,4467,26,049,010305,26049010305
2034,2268,26,049,010503,26049010503
2035,2162,26,049,013110,26049013110
2036,2372,26,049,011505,26049011505
2037,3001,26,049,012008,26049012008
2038,2536,26,049,012201,26049012201
2039,1893,26,049,012802,26049012802
2040,5805,26,049,013301,26049013301
2041,5865,26,049,013401,26049013401
2042,5493,26,049,013202,26049013202
2043,891,26,049,000800,26049000800
2044,3484,26,049,001200,26049001200
2045,7722,26,005,030401,26005030401
2046,7759,26,005,030500,26005030500
2047,5105,26,005,031900,26005031900
2048,5190,26,005,032000,26005032000
2049,4645,26,005,032100,26005032100
2050,4831,26,005,031300,26005031300
2051,7723,26,005,030300,26005030300
2052,5033,26,005,030600,26005030600
2053,5009,26,005,030800,26005030800
2054,3612,26,163,577600,26163577600
2055,4743,26,163,577800,26163577800
2056,2432,26,163,578000,26163578000
2057,1839,26,163,579500,26163579500
2058,3378,26,163,558100,26163558100
2059,2820,26,163,555500,26163555500
2060,2901,26,163,563300,26163563300
2061,2179,26,163,568000,26163568000
2062,4683,26,163,574700,26163574700
2063,3843,26,163,583700,26163583700
2064,4369,26,163,599100,26163599100
2065,3305,26,163,593300,26163593300
2066,1963,26,163,534600,26163534600
2067,3277,26,163,537600,26163537600
2068,3898,26,163,587000,26163587000
2069,3205,26,163,582000,26163582000
2070,2291,26,163,536400,26163536400
2071,3427,26,163,540500,26163540500
2072,4634,26,163,500700,26163500700
2073,3462,26,163,576400,26163576400
2074,5358,26,163,578600,26163578600
2075,3244,26,163,584400,26163584400
2076,4694,26,163,592000,26163592000
2077,2336,26,163,540800,26163540800
2078,4211,26,163,558000,26163558000
2079,2136,26,163,561700,26163561700
2080,1867,26,163,503900,26163503900
2081,2844,26,163,540400,26163540400
2082,3462,26,163,568400,26163568400
2083,2936,26,163,524300,26163524300
2084,3733,26,163,584200,26163584200
2085,1716,26,163,503600,26163503600
2086,2100,26,163,506100,26163506100
2087,1254,26,163,531400,26163531400
2088,2245,26,163,536300,26163536300
2089,753,26,163,553200,26163553200
2090,3625,26,163,556600,26163556600
2091,3313,26,163,560300,26163560300
2092,3547,26,163,565100,26163565100
2093,2523,26,131,970200,26131970200
2094,4552,26,139,021603,26139021603
2095,7366,26,139,021604,26139021604
2096,6159,26,139,022900,26139022900
2097,2656,26,139,023200,26139023200
2098,4584,26,139,020900,26139020900
2099,4845,26,139,021700,26139021700
2100,6769,26,125,141500,26125141500
2101,3424,26,125,170200,26125170200
2102,3759,26,125,168400,26125168400
2103,2600,26,125,172500,26125172500
2104,4107,26,125,175300,26125175300
2105,2839,26,125,181100,26125181100
2106,3013,26,125,183300,26125183300
2107,4634,26,125,183800,26125183800
2108,2966,26,125,184100,26125184100
2109,2914,26,125,184600,26125184600
2110,2460,26,125,190500,26125190500
2111,2536,26,125,191100,26125191100
2112,5942,26,125,192000,26125192000
2113,4995,26,125,192400,26125192400
2114,3741,26,125,193100,26125193100
2115,3340,26,063,950800,26063950800
